2021-06-28 16:06:707 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-28 19:06:600 INFO  AddCustomerPage :37 - Enter Post Code : [[ChromeDriver: chrome on WINDOWS (74124b8ea5ff6cf35653236c3539a367)] -> xpath: //input[@placeholder='Post Code']]
2021-06-28 19:06:635 INFO  AddCustomerPage :41 - Click On Add Customer : [[ChromeDriver: chrome on WINDOWS (74124b8ea5ff6cf35653236c3539a367)] -> xpath: //button[text()='Add Customer']]
2021-06-28 19:06:831 INFO  BankManagerLoginPage :29 - Clicking on Open Account Button : [[ChromeDriver: chrome on WINDOWS (74124b8ea5ff6cf35653236c3539a367)] -> xpath: //button[@ng-click='openAccount()']]
2021-06-28 19:06:31 INFO  OpenAccountPage :25 - Enter Customer Name : [[ChromeDriver: chrome on WINDOWS (74124b8ea5ff6cf35653236c3539a367)] -> xpath: //select[@id='userSelect']]
2021-06-28 19:06:194 INFO  OpenAccountPage :30 - Enter Currency : [[ChromeDriver: chrome on WINDOWS (74124b8ea5ff6cf35653236c3539a367)] -> xpath: //select[@id='currency']]
2021-06-28 19:06:236 INFO  OpenAccountPage :34 - Click ON Process Button : [[ChromeDriver: chrome on WINDOWS (74124b8ea5ff6cf35653236c3539a367)] -> xpath: //button[contains(text(),'Process')]]
2021-06-28 19:06:319 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-28 19:06:364 INFO  HomePage :34 - Clicking on Bank Manager Login Link : [[ChromeDriver: chrome on WINDOWS (d00350787d7bf1697aecb63fef9e5ae5)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-28 19:06:464 INFO  BankManagerLoginPage :24 - Clicking on Add Customer Button : [[ChromeDriver: chrome on WINDOWS (d00350787d7bf1697aecb63fef9e5ae5)] -> xpath: //button[@ng-click='addCust()']]
2021-06-28 19:06:586 INFO  AddCustomerPage :27 - Enter FirstName : [[ChromeDriver: chrome on WINDOWS (d00350787d7bf1697aecb63fef9e5ae5)] -> xpath: //input[@placeholder='First Name']]
2021-06-28 19:06:699 INFO  AddCustomerPage :32 - Enter lastName : [[ChromeDriver: chrome on WINDOWS (d00350787d7bf1697aecb63fef9e5ae5)] -> xpath: //input[@placeholder='Last Name']]
2021-06-28 19:06:814 INFO  AddCustomerPage :37 - Enter Post Code : [[ChromeDriver: chrome on WINDOWS (d00350787d7bf1697aecb63fef9e5ae5)] -> xpath: //input[@placeholder='Post Code']]
2021-06-28 19:06:830 INFO  AddCustomerPage :41 - Click On Add Customer : [[ChromeDriver: chrome on WINDOWS (d00350787d7bf1697aecb63fef9e5ae5)] -> xpath: //button[text()='Add Customer']]
2021-06-28 19:06:21 INFO  HomePage :24 - Clicking on Home Page : [[ChromeDriver: chrome on WINDOWS (d00350787d7bf1697aecb63fef9e5ae5)] -> xpath: //button[contains(text(),'Home')]]
2021-06-28 19:06:120 INFO  HomePage :29 - Clicking on Customer Log In Link : [[ChromeDriver: chrome on WINDOWS (d00350787d7bf1697aecb63fef9e5ae5)] -> xpath: //button[contains(text(),'Customer Login')]]
2021-06-28 19:06:286 INFO  OpenAccountPage :25 - Enter Customer Name : [[ChromeDriver: chrome on WINDOWS (d00350787d7bf1697aecb63fef9e5ae5)] -> xpath: //select[@id='userSelect']]
2021-06-28 19:06:385 INFO  CustomerLoginPage :31 - Clicking on Login Button : [[ChromeDriver: chrome on WINDOWS (d00350787d7bf1697aecb63fef9e5ae5)] -> xpath: //button[contains(text(),'Login')]]
2021-06-28 19:06:414 INFO  CustomerLoginPage :34 - Verify LogOut Text : [[ChromeDriver: chrome on WINDOWS (d00350787d7bf1697aecb63fef9e5ae5)] -> xpath: //button[contains(text(),'Logout')]]
2021-06-28 19:06:560 INFO  CustomerLoginPage :39 - Clicking on Logout Button : [[ChromeDriver: chrome on WINDOWS (d00350787d7bf1697aecb63fef9e5ae5)] -> xpath: //button[contains(text(),'Logout')]]
2021-06-28 19:06:600 INFO  CustomerLoginPage :42 - Verify Your Name Text : [[ChromeDriver: chrome on WINDOWS (d00350787d7bf1697aecb63fef9e5ae5)] -> xpath: //label[contains(text(),'Your Name :')]]
2021-06-28 19:06:976 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-28 19:06:135 INFO  HomePage :34 - Clicking on Bank Manager Login Link : [[ChromeDriver: chrome on WINDOWS (3a68a58ab900542c32df693ec669bca5)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-28 19:06:234 INFO  BankManagerLoginPage :24 - Clicking on Add Customer Button : [[ChromeDriver: chrome on WINDOWS (3a68a58ab900542c32df693ec669bca5)] -> xpath: //button[@ng-click='addCust()']]
2021-06-28 19:06:351 INFO  AddCustomerPage :27 - Enter FirstName : [[ChromeDriver: chrome on WINDOWS (3a68a58ab900542c32df693ec669bca5)] -> xpath: //input[@placeholder='First Name']]
2021-06-28 19:06:452 INFO  AddCustomerPage :32 - Enter lastName : [[ChromeDriver: chrome on WINDOWS (3a68a58ab900542c32df693ec669bca5)] -> xpath: //input[@placeholder='Last Name']]
2021-06-28 19:06:561 INFO  AddCustomerPage :37 - Enter Post Code : [[ChromeDriver: chrome on WINDOWS (3a68a58ab900542c32df693ec669bca5)] -> xpath: //input[@placeholder='Post Code']]
2021-06-28 19:06:584 INFO  AddCustomerPage :41 - Click On Add Customer : [[ChromeDriver: chrome on WINDOWS (3a68a58ab900542c32df693ec669bca5)] -> xpath: //button[text()='Add Customer']]
2021-06-28 19:06:800 INFO  BankManagerLoginPage :29 - Clicking on Open Account Button : [[ChromeDriver: chrome on WINDOWS (3a68a58ab900542c32df693ec669bca5)] -> xpath: //button[@ng-click='openAccount()']]
2021-06-28 19:06:966 INFO  OpenAccountPage :25 - Enter Customer Name : [[ChromeDriver: chrome on WINDOWS (3a68a58ab900542c32df693ec669bca5)] -> xpath: //select[@id='userSelect']]
2021-06-28 19:06:117 INFO  OpenAccountPage :30 - Enter Currency : [[ChromeDriver: chrome on WINDOWS (3a68a58ab900542c32df693ec669bca5)] -> xpath: //select[@id='currency']]
2021-06-28 19:06:159 INFO  OpenAccountPage :34 - Click ON Process Button : [[ChromeDriver: chrome on WINDOWS (3a68a58ab900542c32df693ec669bca5)] -> xpath: //button[contains(text(),'Process')]]
2021-06-28 19:06:346 INFO  HomePage :24 - Clicking on Home Page : [[ChromeDriver: chrome on WINDOWS (3a68a58ab900542c32df693ec669bca5)] -> xpath: //button[contains(text(),'Home')]]
2021-06-28 19:06:440 INFO  HomePage :29 - Clicking on Customer Log In Link : [[ChromeDriver: chrome on WINDOWS (3a68a58ab900542c32df693ec669bca5)] -> xpath: //button[contains(text(),'Customer Login')]]
2021-06-28 19:06:585 INFO  OpenAccountPage :25 - Enter Customer Name : [[ChromeDriver: chrome on WINDOWS (3a68a58ab900542c32df693ec669bca5)] -> xpath: //select[@id='userSelect']]
2021-06-28 19:06:659 INFO  CustomerLoginPage :31 - Clicking on Login Button : [[ChromeDriver: chrome on WINDOWS (3a68a58ab900542c32df693ec669bca5)] -> xpath: //button[contains(text(),'Login')]]
2021-06-28 19:06:748 INFO  AccountPage :30 - Clicking on Deposite Tab : [[ChromeDriver: chrome on WINDOWS (3a68a58ab900542c32df693ec669bca5)] -> xpath: //button[@ng-click='deposit()']]
2021-06-28 19:06:846 INFO  AccountPage :34 - Enter YourName : [[ChromeDriver: chrome on WINDOWS (3a68a58ab900542c32df693ec669bca5)] -> xpath: //input[@placeholder= 'amount']]
2021-06-28 19:06:915 INFO  AccountPage :38 - Clicking on Deposite Button : [[ChromeDriver: chrome on WINDOWS (3a68a58ab900542c32df693ec669bca5)] -> xpath: //button[text()='Deposit']]
2021-06-28 19:06:934 INFO  AccountPage :41 - Verify Deposite Text : [[ChromeDriver: chrome on WINDOWS (3a68a58ab900542c32df693ec669bca5)] -> xpath: //span[contains(text(),'Deposit Successful')]]
2021-06-28 19:06:963 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-28 19:06:127 INFO  HomePage :34 - Clicking on Bank Manager Login Link : [[ChromeDriver: chrome on WINDOWS (d95148707f001cc3e04793322c7b34d2)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-28 19:06:214 INFO  BankManagerLoginPage :24 - Clicking on Add Customer Button : [[ChromeDriver: chrome on WINDOWS (d95148707f001cc3e04793322c7b34d2)] -> xpath: //button[@ng-click='addCust()']]
2021-06-28 19:06:329 INFO  AddCustomerPage :27 - Enter FirstName : [[ChromeDriver: chrome on WINDOWS (d95148707f001cc3e04793322c7b34d2)] -> xpath: //input[@placeholder='First Name']]
2021-06-28 19:06:414 INFO  AddCustomerPage :32 - Enter lastName : [[ChromeDriver: chrome on WINDOWS (d95148707f001cc3e04793322c7b34d2)] -> xpath: //input[@placeholder='Last Name']]
2021-06-28 19:06:516 INFO  AddCustomerPage :37 - Enter Post Code : [[ChromeDriver: chrome on WINDOWS (d95148707f001cc3e04793322c7b34d2)] -> xpath: //input[@placeholder='Post Code']]
2021-06-28 19:06:533 INFO  AddCustomerPage :41 - Click On Add Customer : [[ChromeDriver: chrome on WINDOWS (d95148707f001cc3e04793322c7b34d2)] -> xpath: //button[text()='Add Customer']]
2021-06-28 19:06:716 INFO  BankManagerLoginPage :29 - Clicking on Open Account Button : [[ChromeDriver: chrome on WINDOWS (d95148707f001cc3e04793322c7b34d2)] -> xpath: //button[@ng-click='openAccount()']]
2021-06-28 19:06:862 INFO  OpenAccountPage :25 - Enter Customer Name : [[ChromeDriver: chrome on WINDOWS (d95148707f001cc3e04793322c7b34d2)] -> xpath: //select[@id='userSelect']]
2021-06-28 19:06:23 INFO  OpenAccountPage :30 - Enter Currency : [[ChromeDriver: chrome on WINDOWS (d95148707f001cc3e04793322c7b34d2)] -> xpath: //select[@id='currency']]
2021-06-28 19:06:57 INFO  OpenAccountPage :34 - Click ON Process Button : [[ChromeDriver: chrome on WINDOWS (d95148707f001cc3e04793322c7b34d2)] -> xpath: //button[contains(text(),'Process')]]
2021-06-28 19:06:235 INFO  HomePage :24 - Clicking on Home Page : [[ChromeDriver: chrome on WINDOWS (d95148707f001cc3e04793322c7b34d2)] -> xpath: //button[contains(text(),'Home')]]
2021-06-28 19:06:331 INFO  HomePage :29 - Clicking on Customer Log In Link : [[ChromeDriver: chrome on WINDOWS (d95148707f001cc3e04793322c7b34d2)] -> xpath: //button[contains(text(),'Customer Login')]]
2021-06-28 19:06:476 INFO  OpenAccountPage :25 - Enter Customer Name : [[ChromeDriver: chrome on WINDOWS (d95148707f001cc3e04793322c7b34d2)] -> xpath: //select[@id='userSelect']]
2021-06-28 19:06:579 INFO  CustomerLoginPage :31 - Clicking on Login Button : [[ChromeDriver: chrome on WINDOWS (d95148707f001cc3e04793322c7b34d2)] -> xpath: //button[contains(text(),'Login')]]
2021-06-28 19:06:675 INFO  AccountPage :30 - Clicking on Deposite Tab : [[ChromeDriver: chrome on WINDOWS (d95148707f001cc3e04793322c7b34d2)] -> xpath: //button[@ng-click='deposit()']]
2021-06-28 19:06:769 INFO  AccountPage :34 - Enter YourName : [[ChromeDriver: chrome on WINDOWS (d95148707f001cc3e04793322c7b34d2)] -> xpath: //input[@placeholder= 'amount']]
2021-06-28 19:06:846 INFO  AccountPage :38 - Clicking on Deposite Button : [[ChromeDriver: chrome on WINDOWS (d95148707f001cc3e04793322c7b34d2)] -> xpath: //button[text()='Deposit']]
2021-06-28 19:06:866 INFO  AccountPage :41 - Verify Deposite Text : [[ChromeDriver: chrome on WINDOWS (d95148707f001cc3e04793322c7b34d2)] -> xpath: //span[contains(text(),'Deposit Successful')]]
2021-06-28 19:06:968 INFO  HomePage :24 - Clicking on Home Page : [[ChromeDriver: chrome on WINDOWS (d95148707f001cc3e04793322c7b34d2)] -> xpath: //button[contains(text(),'Home')]]
2021-06-28 19:06:188 INFO  HomePage :29 - Clicking on Customer Log In Link : Proxy element for: DefaultElementLocator 'By.xpath: //button[contains(text(),'Customer Login')]'
2021-06-28 19:06:334 INFO  OpenAccountPage :25 - Enter Customer Name : [[ChromeDriver: chrome on WINDOWS (d95148707f001cc3e04793322c7b34d2)] -> xpath: //select[@id='userSelect']]
2021-06-28 19:06:504 INFO  CustomerLoginPage :31 - Clicking on Login Button : Proxy element for: DefaultElementLocator 'By.xpath: //button[contains(text(),'Login')]'
2021-06-28 19:06:592 INFO  AccountPage :46 - Clicking on Withdrawl Tab : [[ChromeDriver: chrome on WINDOWS (d95148707f001cc3e04793322c7b34d2)] -> xpath: //button[@ng-click='withdrawl()']]
2021-06-28 19:06:680 INFO  AccountPage :34 - Enter YourName : [[ChromeDriver: chrome on WINDOWS (d95148707f001cc3e04793322c7b34d2)] -> xpath: //input[@placeholder= 'amount']]
2021-06-28 19:06:757 INFO  AccountPage :50 - Clicking on Withdrawl Button : [[ChromeDriver: chrome on WINDOWS (d95148707f001cc3e04793322c7b34d2)] -> xpath: //body/div[3]/div[1]/div[2]/div[1]/div[4]/div[1]/form[1]/button[1]]
2021-06-28 19:06:802 INFO  AccountPage :53 - Verify Withdrawl Text : [[ChromeDriver: chrome on WINDOWS (d95148707f001cc3e04793322c7b34d2)] -> xpath: //span[contains(text(),'Transaction successful')]]
2021-06-28 19:06:759 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-28 19:06:660 INFO  HomePage :34 - Clicking on Bank Manager Login Link : [[ChromeDriver: chrome on WINDOWS (4abd9d9e5b65efba7eebbb0633bb6974)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-28 19:06:763 INFO  BankManagerLoginPage :24 - Clicking on Add Customer Button : [[ChromeDriver: chrome on WINDOWS (4abd9d9e5b65efba7eebbb0633bb6974)] -> xpath: //button[@ng-click='addCust()']]
2021-06-28 19:06:879 INFO  AddCustomerPage :27 - Enter FirstName : [[ChromeDriver: chrome on WINDOWS (4abd9d9e5b65efba7eebbb0633bb6974)] -> xpath: //input[@placeholder='First Name']]
2021-06-28 19:06:993 INFO  AddCustomerPage :32 - Enter lastName : [[ChromeDriver: chrome on WINDOWS (4abd9d9e5b65efba7eebbb0633bb6974)] -> xpath: //input[@placeholder='Last Name']]
2021-06-28 19:06:110 INFO  AddCustomerPage :37 - Enter Post Code : [[ChromeDriver: chrome on WINDOWS (4abd9d9e5b65efba7eebbb0633bb6974)] -> xpath: //input[@placeholder='Post Code']]
2021-06-28 19:06:146 INFO  AddCustomerPage :41 - Click On Add Customer : [[ChromeDriver: chrome on WINDOWS (4abd9d9e5b65efba7eebbb0633bb6974)] -> xpath: //button[text()='Add Customer']]
2021-06-28 19:06:329 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-28 19:06:74 INFO  HomePage :34 - Clicking on Bank Manager Login Link : [[ChromeDriver: chrome on WINDOWS (cec0acc6a2c29408a219fee48007e39a)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-28 19:06:176 INFO  BankManagerLoginPage :24 - Clicking on Add Customer Button : [[ChromeDriver: chrome on WINDOWS (cec0acc6a2c29408a219fee48007e39a)] -> xpath: //button[@ng-click='addCust()']]
2021-06-28 19:06:310 INFO  AddCustomerPage :27 - Enter FirstName : [[ChromeDriver: chrome on WINDOWS (cec0acc6a2c29408a219fee48007e39a)] -> xpath: //input[@placeholder='First Name']]
2021-06-28 19:06:429 INFO  AddCustomerPage :32 - Enter lastName : [[ChromeDriver: chrome on WINDOWS (cec0acc6a2c29408a219fee48007e39a)] -> xpath: //input[@placeholder='Last Name']]
2021-06-28 19:06:513 INFO  AddCustomerPage :37 - Enter Post Code : [[ChromeDriver: chrome on WINDOWS (cec0acc6a2c29408a219fee48007e39a)] -> xpath: //input[@placeholder='Post Code']]
2021-06-28 19:06:533 INFO  AddCustomerPage :41 - Click On Add Customer : [[ChromeDriver: chrome on WINDOWS (cec0acc6a2c29408a219fee48007e39a)] -> xpath: //button[text()='Add Customer']]
2021-06-28 19:06:719 INFO  BankManagerLoginPage :29 - Clicking on Open Account Button : [[ChromeDriver: chrome on WINDOWS (cec0acc6a2c29408a219fee48007e39a)] -> xpath: //button[@ng-click='openAccount()']]
2021-06-28 19:06:897 INFO  OpenAccountPage :25 - Enter Customer Name : [[ChromeDriver: chrome on WINDOWS (cec0acc6a2c29408a219fee48007e39a)] -> xpath: //select[@id='userSelect']]
2021-06-28 19:06:79 INFO  OpenAccountPage :30 - Enter Currency : [[ChromeDriver: chrome on WINDOWS (cec0acc6a2c29408a219fee48007e39a)] -> xpath: //select[@id='currency']]
2021-06-28 19:06:120 INFO  OpenAccountPage :34 - Click ON Process Button : [[ChromeDriver: chrome on WINDOWS (cec0acc6a2c29408a219fee48007e39a)] -> xpath: //button[contains(text(),'Process')]]
2021-06-28 19:06:267 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-28 19:06:135 INFO  HomePage :34 - Clicking on Bank Manager Login Link : [[ChromeDriver: chrome on WINDOWS (cbd65761730026f82a1c4ebf738ad0ca)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-28 19:06:233 INFO  BankManagerLoginPage :24 - Clicking on Add Customer Button : [[ChromeDriver: chrome on WINDOWS (cbd65761730026f82a1c4ebf738ad0ca)] -> xpath: //button[@ng-click='addCust()']]
2021-06-28 19:06:328 INFO  AddCustomerPage :27 - Enter FirstName : [[ChromeDriver: chrome on WINDOWS (cbd65761730026f82a1c4ebf738ad0ca)] -> xpath: //input[@placeholder='First Name']]
2021-06-28 19:06:448 INFO  AddCustomerPage :32 - Enter lastName : [[ChromeDriver: chrome on WINDOWS (cbd65761730026f82a1c4ebf738ad0ca)] -> xpath: //input[@placeholder='Last Name']]
2021-06-28 19:06:551 INFO  AddCustomerPage :37 - Enter Post Code : [[ChromeDriver: chrome on WINDOWS (cbd65761730026f82a1c4ebf738ad0ca)] -> xpath: //input[@placeholder='Post Code']]
2021-06-28 19:06:570 INFO  AddCustomerPage :41 - Click On Add Customer : [[ChromeDriver: chrome on WINDOWS (cbd65761730026f82a1c4ebf738ad0ca)] -> xpath: //button[text()='Add Customer']]
2021-06-28 19:06:782 INFO  HomePage :24 - Clicking on Home Page : [[ChromeDriver: chrome on WINDOWS (cbd65761730026f82a1c4ebf738ad0ca)] -> xpath: //button[contains(text(),'Home')]]
2021-06-28 19:06:881 INFO  HomePage :29 - Clicking on Customer Log In Link : [[ChromeDriver: chrome on WINDOWS (cbd65761730026f82a1c4ebf738ad0ca)] -> xpath: //button[contains(text(),'Customer Login')]]
2021-06-28 19:06:44 INFO  OpenAccountPage :25 - Enter Customer Name : [[ChromeDriver: chrome on WINDOWS (cbd65761730026f82a1c4ebf738ad0ca)] -> xpath: //select[@id='userSelect']]
2021-06-28 19:06:141 INFO  CustomerLoginPage :31 - Clicking on Login Button : [[ChromeDriver: chrome on WINDOWS (cbd65761730026f82a1c4ebf738ad0ca)] -> xpath: //button[contains(text(),'Login')]]
2021-06-28 19:06:169 INFO  CustomerLoginPage :34 - Verify LogOut Text : [[ChromeDriver: chrome on WINDOWS (cbd65761730026f82a1c4ebf738ad0ca)] -> xpath: //button[contains(text(),'Logout')]]
2021-06-28 19:06:317 INFO  CustomerLoginPage :39 - Clicking on Logout Button : [[ChromeDriver: chrome on WINDOWS (cbd65761730026f82a1c4ebf738ad0ca)] -> xpath: //button[contains(text(),'Logout')]]
2021-06-28 19:06:347 INFO  CustomerLoginPage :42 - Verify Your Name Text : [[ChromeDriver: chrome on WINDOWS (cbd65761730026f82a1c4ebf738ad0ca)] -> xpath: //label[contains(text(),'Your Name :')]]
2021-06-28 19:06:343 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-28 19:06:45 INFO  HomePage :34 - Clicking on Bank Manager Login Link : [[ChromeDriver: chrome on WINDOWS (da2c6a789855980ccaa9aa4ae29b3aa4)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-28 19:06:153 INFO  BankManagerLoginPage :24 - Clicking on Add Customer Button : [[ChromeDriver: chrome on WINDOWS (da2c6a789855980ccaa9aa4ae29b3aa4)] -> xpath: //button[@ng-click='addCust()']]
2021-06-28 19:06:263 INFO  AddCustomerPage :27 - Enter FirstName : [[ChromeDriver: chrome on WINDOWS (da2c6a789855980ccaa9aa4ae29b3aa4)] -> xpath: //input[@placeholder='First Name']]
2021-06-28 19:06:379 INFO  AddCustomerPage :32 - Enter lastName : [[ChromeDriver: chrome on WINDOWS (da2c6a789855980ccaa9aa4ae29b3aa4)] -> xpath: //input[@placeholder='Last Name']]
2021-06-28 19:06:479 INFO  AddCustomerPage :37 - Enter Post Code : [[ChromeDriver: chrome on WINDOWS (da2c6a789855980ccaa9aa4ae29b3aa4)] -> xpath: //input[@placeholder='Post Code']]
2021-06-28 19:06:496 INFO  AddCustomerPage :41 - Click On Add Customer : [[ChromeDriver: chrome on WINDOWS (da2c6a789855980ccaa9aa4ae29b3aa4)] -> xpath: //button[text()='Add Customer']]
2021-06-28 19:06:693 INFO  BankManagerLoginPage :29 - Clicking on Open Account Button : [[ChromeDriver: chrome on WINDOWS (da2c6a789855980ccaa9aa4ae29b3aa4)] -> xpath: //button[@ng-click='openAccount()']]
2021-06-28 19:06:916 INFO  OpenAccountPage :25 - Enter Customer Name : [[ChromeDriver: chrome on WINDOWS (da2c6a789855980ccaa9aa4ae29b3aa4)] -> xpath: //select[@id='userSelect']]
2021-06-28 19:06:87 INFO  OpenAccountPage :30 - Enter Currency : [[ChromeDriver: chrome on WINDOWS (da2c6a789855980ccaa9aa4ae29b3aa4)] -> xpath: //select[@id='currency']]
2021-06-28 19:06:129 INFO  OpenAccountPage :34 - Click ON Process Button : [[ChromeDriver: chrome on WINDOWS (da2c6a789855980ccaa9aa4ae29b3aa4)] -> xpath: //button[contains(text(),'Process')]]
2021-06-28 19:06:311 INFO  HomePage :24 - Clicking on Home Page : [[ChromeDriver: chrome on WINDOWS (da2c6a789855980ccaa9aa4ae29b3aa4)] -> xpath: //button[contains(text(),'Home')]]
2021-06-28 19:06:383 INFO  HomePage :29 - Clicking on Customer Log In Link : [[ChromeDriver: chrome on WINDOWS (da2c6a789855980ccaa9aa4ae29b3aa4)] -> xpath: //button[contains(text(),'Customer Login')]]
2021-06-28 19:06:541 INFO  OpenAccountPage :25 - Enter Customer Name : [[ChromeDriver: chrome on WINDOWS (da2c6a789855980ccaa9aa4ae29b3aa4)] -> xpath: //select[@id='userSelect']]
2021-06-28 19:06:620 INFO  CustomerLoginPage :31 - Clicking on Login Button : [[ChromeDriver: chrome on WINDOWS (da2c6a789855980ccaa9aa4ae29b3aa4)] -> xpath: //button[contains(text(),'Login')]]
2021-06-28 19:06:714 INFO  AccountPage :30 - Clicking on Deposite Tab : [[ChromeDriver: chrome on WINDOWS (da2c6a789855980ccaa9aa4ae29b3aa4)] -> xpath: //button[@ng-click='deposit()']]
2021-06-28 19:06:810 INFO  AccountPage :34 - Enter YourName : [[ChromeDriver: chrome on WINDOWS (da2c6a789855980ccaa9aa4ae29b3aa4)] -> xpath: //input[@placeholder= 'amount']]
2021-06-28 19:06:897 INFO  AccountPage :38 - Clicking on Deposite Button : [[ChromeDriver: chrome on WINDOWS (da2c6a789855980ccaa9aa4ae29b3aa4)] -> xpath: //button[text()='Deposit']]
2021-06-28 19:06:916 INFO  AccountPage :41 - Verify Deposite Text : [[ChromeDriver: chrome on WINDOWS (da2c6a789855980ccaa9aa4ae29b3aa4)] -> xpath: //span[contains(text(),'Deposit Successful')]]
2021-06-28 19:06:978 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-28 19:06:710 INFO  HomePage :34 - Clicking on Bank Manager Login Link : [[ChromeDriver: chrome on WINDOWS (cb24c89cdff1a71ca62114aae39666d6)] -> xpath: //button[contains(text(),'Bank Manager Login')]]
2021-06-28 19:06:810 INFO  BankManagerLoginPage :24 - Clicking on Add Customer Button : [[ChromeDriver: chrome on WINDOWS (cb24c89cdff1a71ca62114aae39666d6)] -> xpath: //button[@ng-click='addCust()']]
2021-06-28 19:06:924 INFO  AddCustomerPage :27 - Enter FirstName : [[ChromeDriver: chrome on WINDOWS (cb24c89cdff1a71ca62114aae39666d6)] -> xpath: //input[@placeholder='First Name']]
2021-06-28 19:06:43 INFO  AddCustomerPage :32 - Enter lastName : [[ChromeDriver: chrome on WINDOWS (cb24c89cdff1a71ca62114aae39666d6)] -> xpath: //input[@placeholder='Last Name']]
2021-06-28 19:06:143 INFO  AddCustomerPage :37 - Enter Post Code : [[ChromeDriver: chrome on WINDOWS (cb24c89cdff1a71ca62114aae39666d6)] -> xpath: //input[@placeholder='Post Code']]
2021-06-28 19:06:162 INFO  AddCustomerPage :41 - Click On Add Customer : [[ChromeDriver: chrome on WINDOWS (cb24c89cdff1a71ca62114aae39666d6)] -> xpath: //button[text()='Add Customer']]
2021-06-28 19:06:351 INFO  BankManagerLoginPage :29 - Clicking on Open Account Button : [[ChromeDriver: chrome on WINDOWS (cb24c89cdff1a71ca62114aae39666d6)] -> xpath: //button[@ng-click='openAccount()']]
2021-06-28 19:06:513 INFO  OpenAccountPage :25 - Enter Customer Name : [[ChromeDriver: chrome on WINDOWS (cb24c89cdff1a71ca62114aae39666d6)] -> xpath: //select[@id='userSelect']]
2021-06-28 19:06:645 INFO  OpenAccountPage :30 - Enter Currency : [[ChromeDriver: chrome on WINDOWS (cb24c89cdff1a71ca62114aae39666d6)] -> xpath: //select[@id='currency']]
2021-06-28 19:06:675 INFO  OpenAccountPage :34 - Click ON Process Button : [[ChromeDriver: chrome on WINDOWS (cb24c89cdff1a71ca62114aae39666d6)] -> xpath: //button[contains(text(),'Process')]]
2021-06-28 19:06:855 INFO  HomePage :24 - Clicking on Home Page : [[ChromeDriver: chrome on WINDOWS (cb24c89cdff1a71ca62114aae39666d6)] -> xpath: //button[contains(text(),'Home')]]
2021-06-28 19:06:944 INFO  HomePage :29 - Clicking on Customer Log In Link : [[ChromeDriver: chrome on WINDOWS (cb24c89cdff1a71ca62114aae39666d6)] -> xpath: //button[contains(text(),'Customer Login')]]
2021-06-28 19:06:92 INFO  OpenAccountPage :25 - Enter Customer Name : [[ChromeDriver: chrome on WINDOWS (cb24c89cdff1a71ca62114aae39666d6)] -> xpath: //select[@id='userSelect']]
2021-06-28 19:06:166 INFO  CustomerLoginPage :31 - Clicking on Login Button : [[ChromeDriver: chrome on WINDOWS (cb24c89cdff1a71ca62114aae39666d6)] -> xpath: //button[contains(text(),'Login')]]
2021-06-28 19:06:246 INFO  AccountPage :30 - Clicking on Deposite Tab : [[ChromeDriver: chrome on WINDOWS (cb24c89cdff1a71ca62114aae39666d6)] -> xpath: //button[@ng-click='deposit()']]
2021-06-28 19:06:345 INFO  AccountPage :34 - Enter YourName : [[ChromeDriver: chrome on WINDOWS (cb24c89cdff1a71ca62114aae39666d6)] -> xpath: //input[@placeholder= 'amount']]
2021-06-28 19:06:427 INFO  AccountPage :38 - Clicking on Deposite Button : [[ChromeDriver: chrome on WINDOWS (cb24c89cdff1a71ca62114aae39666d6)] -> xpath: //button[text()='Deposit']]
2021-06-28 19:06:443 INFO  AccountPage :41 - Verify Deposite Text : [[ChromeDriver: chrome on WINDOWS (cb24c89cdff1a71ca62114aae39666d6)] -> xpath: //span[contains(text(),'Deposit Successful')]]
2021-06-28 19:06:566 INFO  HomePage :24 - Clicking on Home Page : [[ChromeDriver: chrome on WINDOWS (cb24c89cdff1a71ca62114aae39666d6)] -> xpath: //button[contains(text(),'Home')]]
2021-06-28 19:06:766 INFO  HomePage :29 - Clicking on Customer Log In Link : Proxy element for: DefaultElementLocator 'By.xpath: //button[contains(text(),'Customer Login')]'
2021-06-28 19:06:915 INFO  OpenAccountPage :25 - Enter Customer Name : [[ChromeDriver: chrome on WINDOWS (cb24c89cdff1a71ca62114aae39666d6)] -> xpath: //select[@id='userSelect']]
